"","X.1","id_manz","P","D","L","X","Y","X1_FR_A","X2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1","DenPredicted","LogDenPredicted"
"2915",7044,"564-7",1,7,"39",227491.426032344,8179010.85271375,4,4,5,7,32,27,32,6,0,0,0,0,0,32,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.39",TRUE,FALSE,0.06369905739076,2.75358551414679
"2916",7048,"565-13",1,13,"88",233233.115325158,8183367.53909379,8,9,9,3,14,13,9,1,0,0,0,0,0,19,0,0,0,0,0,0,0,9,5,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0234166692138309,3.7543071506607
"2917",7051,"565-7",1,7,"39",227538.44044,8179132.36970529,4,4,5,7,26,26,26,1,0,0,0,0,0,31,0,0,0,0,0,0,0,4,5,FALSE,FALSE,FALSE,FALSE,"1.7.39",TRUE,FALSE,0.029204565438446,3.53343023129767
"2918",7055,"566-13",1,13,"88",233294.586584207,8183407.11003131,8,9,9,3,19,19,8,1,0,0,0,0,0,29,0,0,0,0,0,0,0,9,10,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0412621721991629,3.18780912611398
"2919",7056,"566-25",1,25,"26",232362.336548778,8176157.150864,6,7,7,5,5,5,4,1,0,0,0,0,0,18,0,0,0,0,0,0,0,7,13,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0164642607870971,4.10656326017763
"2920",7058,"566-7",1,7,"39",227582.41286092,8179242.62148264,4,4.04,5,7,25,23,23,1,0,0,0,0,0,25,0,0,0,0,0,0,0,4.04,0,FALSE,FALSE,FALSE,FALSE,"1.7.39",TRUE,FALSE,0.0388532516623137,3.2479635077993
"2921",7059,"56-7",1,7,"7",226551.494456917,8179570.95441567,3,4,4,8,12,11,11,4,0,0,0,1,0,12,0,0,0,0,1,1,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.7",TRUE,FALSE,0.0983451778089859,2.31927176626945
"2922",7063,"567-13",1,13,"88",233185.263268967,8183505.5466382,8,9,9,3,16,15,9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,9,14,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0411952618761438,3.18943203224623
"2923",7064,"567-25",1,25,"26",232444.580748938,8176214.14160706,6,7,7,5,7,5,6,1,0,0,0,0,0,16,0,0,0,0,0,0,0,7,9,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0144047232329385,4.24019912389378
"2924",7066,"567-7",1,7,"39",227619.702849609,8179335.83616122,NA,4,5,7,22,18,19,2,0,0,0,0,0,23,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.39",TRUE,FALSE,0.0433191799631256,3.13915978678093
"2925",7071,"568-13",1,13,"88",233070.685657217,8183564.47594261,8,9,9,3,16,15,10,0,0,0,0,0,0,23,0,0,0,0,0,0,0,9,7,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0207402477951773,3.87567912855795
"2926",7072,"568-25",1,25,"26",232418.832485333,8176260.84336433,6,7,7,5,12,10,9,2,0,0,0,0,0,15,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0130200782952044,4.34126262876323
"2927",7074,"568-7",1,7,"40",227716.6047428,8178981.7101316,4,4,4,8,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0449375029987969,3.10248257676826
"2928",7079,"569-13",1,13,"88",232926.636659161,8183520.59696571,NA,NA,NA,NA,17,17,10,2,0,2,1,4,1,31,0,2,5,1,4,4,1,NA,14,TRUE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0382944052229928,3.26245147119458
"2929",7080,"569-25",1,25,"26",232326.487822053,8176194.277988,6,7,7,5,9,8,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,10,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00940300507064323,4.66672595242932
"2930",7082,"569-7",1,7,"40",227704.88753775,8178926.96142475,4,4,4,8,4,4,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0906087264259684,2.40120475240408
"2931",7083,"5-7",1,7,"1",226532.588249429,8179927.88973743,NA,4,4,8,7,6,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.1",TRUE,FALSE,0.066842894595548,2.70541026985589
"2932",7087,"570-13",1,13,"88",232805.118687806,8183651.96030626,8,9,9,3,24,24,14,5,0,0,0,0,0,31,0,0,0,0,0,0,0,9,7,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0557093174217289,2.88760786737183
"2933",7088,"570-25",1,25,"26",232297.8064502,8176237.9306648,6,7,7,5,7,5,6,2,0,0,0,0,0,20,0,0,0,0,0,0,0,7,13,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0213169801595339,3.84825133326595
"2934",7090,"570-7",1,7,"40",227723.445226889,8178868.586332,NA,4,4,8,6,5,5,1,0,0,0,0,0,9,0,0,0,0,0,0,0,4,3,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.044034283480339,3.12278677845153
"2935",7097,"571-13",1,13,"88",232867.431768242,8183652.56116364,8,9,9,3,16,14,9,3,0,0,0,0,0,33,0,0,0,0,0,0,0,9,17,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.085041025955151,2.46462148063798
"2936",7098,"571-25",1,25,"26",232385.918621647,8176302.35095453,6,7,7,5,10,9,9,1,0,0,0,0,0,17,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0130900830175066,4.33590035702493
"2937",7099,"57-13",1,13,"57",232817.834897,8182036.43002987,8,8,8,4,7,7,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8,9,FALSE,FALSE,FALSE,FALSE,"1.13.57",TRUE,FALSE,0.0267527835253375,3.62111675403171
"2938",7101,"571-7",1,7,"40",227713.289851909,8178814.95880291,4,4,4,8,8,6,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,3,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0284876562310062,3.55828440023033
"2939",7102,"57-18",1,18,"2",223537.6765145,8180680.29823237,4,5,5,7,7,7,6,7,0,0,0,0,0,8,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.2",TRUE,FALSE,0.0742383247805556,2.60047475567587
"2940",7106,"572-25",1,25,"26",232349.889258333,8176339.91652713,NA,NA,7,5,10,3,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,5,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00731788431940379,4.91743402018924
"2941",7107,"57-23",1,23,"4",219759.290802692,8180565.48162362,5,6,6,6,12,10,11,2,0,0,0,0,0,13,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.4",TRUE,FALSE,0.0803568691406327,2.52127770021458
"2942",7109,"57-24",1,24,"1",223449.4262915,8179864.96373667,NA,NA,5,7,2,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE,0.0762643680950076,2.57354944721319
"2943",7110,"57-25",1,25,"2",229195.515234467,8181080.86592767,5,6,6,6,15,15,15,8,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.2",TRUE,FALSE,0.0258948073049846,3.65371282053252
"2944",7111,"572-7",1,7,"40",227682.576751571,8178774.33995343,4,4,4,8,6,6,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0598130617160783,2.81653121853067
"2945",7116,"573-13",1,13,"88",232926.672746607,8183639.58738604,NA,9,9,3,20,19,12,4,1,2,1,0,0,28,2,2,11,1,0,0,0,9,8,FALSE,TRUE,TRUE,TRUE,"1.13.88",TRUE,TRUE,0.0554256131190261,2.89271346140245
"2946",7117,"573-25",1,25,"26",232257.510415889,8176271.90839945,6,7,7,5,2,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00849948427237361,4.767749791165
"2947",7119,"573-7",1,7,"40",227530.243354125,8178834.59403188,4,4,4,8,7,6,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0594588141380077,2.82247140547236
"2948",7123,"574-13",1,13,"88",232990.89115681,8183631.02201438,8,9,9,3,13,13,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,9,8,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.0237776521063208,3.73900912655866
"2949",7124,"574-25",1,25,"26",232167.2452426,8176210.58621,6,7,7,5,8,7,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,12,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0100814964131487,4.59705357367169
"2950",7126,"574-7",1,7,"40",227518.745227714,8178938.31038214,4,4,4,8,6,6,6,2,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0711355397685772,2.64316821096125
"2951",7130,"575-13",1,13,"88",233046.938019375,8183611.6573515,8,9,9,3,5,5,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.13.88",TRUE,FALSE,0.00997910425537463,4.60726194665737
"2952",7131,"575-25",1,25,"26",232184.2233009,8176127.5677762,6,7,7,5,4,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,6,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00798117731575631,4.83066934509959
"2953",7133,"575-7",1,7,"40",227558.49513875,8178917.05899062,NA,4,4,8,4,2,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0252287229920466,3.67977213227337
"2954",7137,"576-13",1,13,"87",232829.934041289,8183100.62222611,8,9,9,3,30,27,19,0,0,0,0,0,0,45,0,0,0,0,0,0,0,9,15,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0433348019189666,3.13879922733124
"2955",7138,"576-25",1,25,"26",232094.111668,8176156.2626185,6,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00367322432691851,5.60668543943335
"2956",7140,"576-7",1,7,"40",227613.8375007,8178904.0659523,4,4,4,8,7,5,7,1,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0438196083081124,3.12767388351035
"2957",7145,"577-13",1,13,"87",232687.151690939,8183140.30140291,8,9,9,3,19,19,10,0,0,0,0,0,0,33,0,0,0,0,0,0,0,9,14,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0410000265715534,3.19418256419137
"2958",7146,"577-25",1,25,"26",232041.598740561,8176432.98483898,6,7,7,5,12,11,9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,7,29,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0139421652164914,4.2728375617162
"2959",7148,"577-7",1,7,"40",227627.18771225,8179030.5612715,4,NA,4,8,10,8,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0338022138283679,3.38722898075735
"2960",7149,"57-8",1,8,"6",231599.121357889,8179953.35136133,NA,7.11111111111111,8,4,9,8,5,1,0,0,0,0,0,9,0,0,0,0,0,0,0,7.11111111111111,0,FALSE,FALSE,FALSE,FALSE,"1.8.6",TRUE,FALSE,0.00491701872724881,5.31505288188584
"2961",7153,"578-13",1,13,"87",232559.092135541,8183225.23185305,8,9,9,3,30,29,16,5,0,0,0,0,0,37,0,0,0,0,0,0,0,9,7,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0552264507910888,2.89631325947165
"2962",7154,"578-25",1,25,"26",232067.211936,8176596.87657327,6,7,7,5,4,4,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00841747571944567,4.77744529146594
"2963",7156,"578-7",1,7,"40",227573.655310143,8179084.18904629,4,4,4,8,6,5,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.044279954679316,3.11722319464457
"2964",7161,"579-25",1,25,"26",232086.28422925,8176549.03238112,6,7,7,5,9,7,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00826298178468734,4.79596976570854
"2965",7163,"579-7",1,7,"40",227617.4365005,8179210.3599525,NA,4,4,8,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,"1.7.40",TRUE,FALSE,0.0355164573052702,3.33775910385964
"2966",7164,"5-8",1,8,"2",231685.76019775,8179119.45499525,7,7,7,5,8,8,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.2",TRUE,FALSE,0.0162612086786077,4.11897284314742
"2967",7168,"580-13",1,13,"87",232614.32562568,8183258.60566232,8,9,9,3,23,21,19,4,0,0,0,0,0,25,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0237271946561574,3.74113343481675
"2968",7169,"580-25",1,25,"26",232105.04197535,8176497.41705655,6,7,7,5,13,10,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,7,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00817062801154165,4.80720950506667
"2969",7171,"580-7",1,7,"41",227060.048005889,8178318.97273533,4,4.22222222222222,5,7,9,8,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4.22222222222222,0,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0307035586401871,3.48337671448832
"2970",7178,"581-13",1,13,"87",232699.268745625,8183200.62127237,8,9,9,3,21,20,12,5,0,0,0,0,0,24,0,0,0,0,0,0,0,9,3,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0338884362192467,3.38468143726501
"2971",7179,"581-25",1,25,"26",232139.00563315,8176457.8215977,6,7,7,5,10,8,10,3,0,0,0,0,0,20,0,0,0,0,0,0,0,7,10,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0233421169194932,3.75749595702957
"2972",7180,"58-13",1,13,"57",232753.891565083,8182033.001317,8,8,8,4,9,8,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.57",TRUE,FALSE,0.0347983998257102,3.35818387527874
"2973",7182,"581-7",1,7,"41",227046.800587071,8178206.47520657,4,4.28571428571429,5,7,5,5,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4.28571428571429,9,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0162452298657849,4.11995596002059
"2974",7183,"58-18",1,18,"2",223545.23108,8180623.90040422,NA,NA,NA,NA,8,8,8,7,0,2,0,4,0,9,0,2,3,0,5,5,0,NA,1,FALSE,FALSE,TRUE,FALSE,"1.18.2",TRUE,FALSE,0.0382944052229928,3.26245147119458
"2975",7187,"582-25",1,25,"26",232170.252945714,8176415.87718424,NA,7,7,5,8,6,8,1,1,4,1,2,1,21,1,4,8,1,2,3,1,7,13,FALSE,TRUE,TRUE,TRUE,"1.25.26",TRUE,TRUE,0.0163374232800781,4.11429689598295
"2976",7188,"58-23",1,23,"4",219771.405201615,8180501.20382454,NA,NA,NA,NA,10,10,10,1,1,7,0,0,0,13,1,7,10,0,0,0,0,NA,3,FALSE,FALSE,FALSE,FALSE,"1.23.4",TRUE,TRUE,0.0382944052229928,3.26245147119458
"2977",7190,"58-24",1,24,"1",223458.528181833,8179910.70358008,NA,NA,5,7,6,5,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,6,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE,0.0678984733677468,2.68974172820858
"2978",7191,"58-25",1,25,"2",229136.598322875,8181095.14930608,NA,6,6,6,22,18,21,1,0,0,0,0,0,24,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.2",TRUE,FALSE,0.0124849435784086,4.3832318744109
"2979",7192,"582-7",1,7,"41",227097.12358163,8178249.65628259,NA,NA,5,7,24,22,24,0,0,0,0,0,0,27,0,0,0,0,0,0,0,5,3,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0201046832342982,3.90680249432538
"2980",7200,"583-7",1,7,"41",227151.548595692,8178227.29460538,NA,4.07692307692308,5,7,12,11,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4.07692307692308,1,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0250923945573434,3.68519048444343
"2981",7204,"584-13",1,13,"87",232854.481088577,8183169.27494912,8,9,9,3,21,21,15,7,0,0,0,0,0,26,0,0,0,0,0,0,0,9,5,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0542671848764952,2.91383556480624
"2982",7205,"584-25",1,25,"26",232122.615726083,8176313.25169508,6,7,7,5,6,2,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,6,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00791055334937237,4.83955754397649
"2983",7207,"584-7",1,7,"41",227229.6168554,8178231.9898048,4,4.2,5,7,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4.2,1,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0262283507512693,3.64091436350908
"2984",7211,"585-13",1,13,"87",232735.864450042,8183253.26237679,8,9,9,3,39,36,23,9,1,3,1,11,2,48,1,3,11,1,11,22,2,9,9,FALSE,TRUE,TRUE,TRUE,"1.13.87",TRUE,TRUE,0.0824829028017279,2.49516424588536
"2985",7212,"585-25",1,25,"26",232141.244800929,8176269.209863,6,7,7,5,5,2,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,9,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0091620237170726,4.69268819488608
"2986",7214,"585-7",1,7,"41",227260.322754,8178267.346794,4,4,5,7,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0326845913287348,3.42085152532329
"2987",7218,"586-13",1,13,"87",232814.345633,8183268.443354,8,9,9,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.00222272218981056,6.10902262265504
"2988",7219,"586-25",1,25,"26",232230.102207467,8176329.6890536,6,7,7,5,4,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,11,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00988011660232786,4.61723096543696
"2989",7221,"586-7",1,7,"41",227133.216376667,8178344.54286589,NA,4.5,5,7,13,11,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4.5,5,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.018404746090444,3.99514670792988
"2990",7222,"58-7",1,7,"7",226507.845997667,8179643.51206683,3,4,4,8,5,4,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.7",TRUE,FALSE,0.0808677529719663,2.51494013794157
"2991",7226,"587-13",1,13,"87",232893.9366919,8183269.97247825,8,9,9,3,20,20,12,2,0,0,0,0,0,20,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.00597925702932384,5.11945896132633
"2992",7227,"587-25",1,25,"26",232202.0632604,8176373.2520603,NA,NA,7,5,8,7,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,12,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0100814964131487,4.59705357367169
"2993",7229,"587-7",1,7,"41",227199.799768222,8178326.75964983,NA,4.44444444444444,5,7,14,14,13,1,0,0,0,0,0,18,0,0,0,0,0,0,0,4.44444444444444,4,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0308613942290466,3.47824925390219
"2994",7230,"58-8",1,8,"6",231554.257787187,8179950.68209375,7,7,8,4,8,6,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,8,FALSE,FALSE,FALSE,FALSE,"1.8.6",TRUE,FALSE,0.0147458115950318,4.21679619617935
"2995",7234,"588-13",1,13,"87",232947.342064313,8183281.02127288,8,9,9,3,14,13,11,3,0,0,0,0,0,16,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0204321827525384,3.89064403530466
"2996",7237,"588-7",1,7,"41",227200.132326955,8178388.11044309,NA,4.31818181818182,5,7,19,18,17,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4.31818181818182,3,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0203135770477838,3.896465796407
"2997",7242,"589-13",1,13,"87",233011.3348215,8183293.5142569,8,9,9,3,8,8,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,2,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.00711791019624106,4.94514110840516
"2998",7243,"589-25",1,25,"26",232257.202034118,8176479.32218329,NA,7,7,5,5,3,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,12,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0101643385478869,4.58886990555012
"2999",7245,"589-7",1,7,"41",227289.0180578,8178404.6235815,NA,4.3,5,7,9,8,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.3,1,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0254107450812084,3.67258315971835
"3000",7250,"590-25",1,25,"26",232224.905824667,8176520.08360567,6,7,7,5,12,9,12,1,0,0,0,0,0,18,0,0,0,0,0,0,0,7,6,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0123477671887604,4.39428002668579
"3001",7252,"590-7",1,7,"41",227301.28107805,8178347.0783037,NA,4.35,5,7,19,17,17,0,0,4,0,1,0,20,0,4,4,0,1,1,0,4.35,1,FALSE,FALSE,TRUE,FALSE,"1.7.41",TRUE,FALSE,0.0245658909794694,3.7063963437376
"3002",7259,"591-13",1,13,"87",232985.363876382,8183222.18600024,8,9,9,3,25,23,15,0,0,0,0,0,0,34,0,0,0,0,0,0,0,9,9,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0261098545286347,3.64544246776748
"3003",7260,"591-25",1,25,"26",232191.869331294,8176560.97908247,6,7,7,5,13,13,12,3,0,0,0,0,0,17,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0172042055187946,4.06260141814301
"3004",7263,"591-7",1,7,"41",227362.489570667,8178386.94015267,4,4,5,7,6,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.031277995365511,3.46484045213901
"3005",7264,"59-18",1,18,"2",223551.690015556,8180569.04564444,NA,5,5,7,9,8,7,7,2,5,3,8,6,9,3,5,16,3,14,16,6,5,0,FALSE,TRUE,TRUE,TRUE,"1.18.2",TRUE,TRUE,0.0705613284227351,2.651273040608
"3006",7268,"592-13",1,13,"87",233002.380371308,8183165.66390077,8,9,9,3,20,20,8,0,0,0,0,0,0,39,0,0,0,0,0,0,0,9,19,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0556701319804261,2.88831150602563
"3007",7269,"592-25",1,25,"26",232162.757242563,8176602.937501,6,7,7,5,12,9,12,1,0,0,0,0,0,16,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0107975144876983,4.52843931136618
"3008",7270,"59-23",1,23,"5",219700.6694922,8180531.3341132,5,6,6,6,5,5,5,2,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.5",TRUE,FALSE,0.0756412322836369,2.58175374389628
"3009",7273,"59-25",1,25,"2",229156.793890645,8181178.25011177,5,6,6,6,29,28,27,0,0,0,0,0,0,31,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.2",TRUE,FALSE,0.00787452883769448,4.84412192619437
"3010",7274,"592-7",1,7,"41",227422.0047307,8178414.3095237,NA,4.3,5,7,8,8,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4.3,2,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0228047412819267,3.78078681367885
"3011",7279,"593-13",1,13,"87",233145.156701364,8183225.6837467,8,9,9,3,18,17,11,2,0,0,0,0,0,33,0,0,0,0,0,0,0,9,15,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.0690538520457992,2.672868614357
"3012",7280,"593-25",1,25,"26",232133.189946111,8176646.73037172,6,7,7,5,5,5,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,13,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.0104651873956542,4.55970101634969
"3013",7282,"593-7",1,7,"41",227394.017493469,8178448.02197087,NA,4.3125,5,7,29,28,26,0,0,0,0,0,0,32,0,0,0,0,0,0,0,4.3125,3,FALSE,FALSE,FALSE,FALSE,"1.7.41",TRUE,FALSE,0.0199318177205969,3.91543794366817
"3014",7286,"594-13",1,13,"87",233120.769983367,8183277.5743124,8,9,9,3,17,17,11,2,0,0,0,0,0,30,0,0,0,0,0,0,0,9,13,FALSE,FALSE,FALSE,FALSE,"1.13.87",TRUE,FALSE,0.061885076917179,2.78247621208587
"3015",7287,"594-25",1,25,"26",232101.605954778,8176688.50165567,6,7,7,5,13,11,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,5,FALSE,FALSE,FALSE,FALSE,"1.25.26",TRUE,FALSE,0.00725123487613914,4.92658349687635
